title,release_date,price,link,average_review,num_positive_reviews,num_reviews,tags,genres,minrequirements
Grey Instinct,"Jul 21, 2021",0,https://store.steampowered.com/app/1570960/Grey_Instinct/?snr=1_7_7_230_150_2,Very Positive,87,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7+', 'Processor: 1.8 GHz', 'Memory: 4 GB RAM', 'DirectX: Version 11', 'Storage: 2 GB available space']"
Everlasting Summer,"Nov 19, 2014",0,https://store.steampowered.com/app/331470/Everlasting_Summer/?snr=1_7_7_230_150_2,Very Positive,94,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Casual', 'Free to Play']",[]
Ultimate Custom Night,"Jun 27, 2018",0,https://store.steampowered.com/app/871720/Ultimate_Custom_Night/?snr=1_7_7_230_150_2,Very Positive,94,,"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Free to Play']","['OS: Win XP, 7, 8, Vista, 10', 'Processor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalent', 'Memory: 2 GB RAM', 'Graphics: 1 GB', 'Storage: 500 MB available space']"
Leaf Blower Revolution - Idle Game,"Dec 4, 2020",0,https://store.steampowered.com/app/1468260/Leaf_Blower_Revolution__Idle_Game/?snr=1_7_7_230_150_2,Very Positive,94,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']","['Casual', 'Free to Play']",[]
死寂（Deathly Stillness）,"Sep 4, 2021",0,https://store.steampowered.com/app/1727650/Deathly_Stillness/?snr=1_7_7_230_150_2,Very Positive,94,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 7, Windows 8.1, Windows 10', 'Processor: Intel i5', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 750TI', 'DirectX: Version 11', 'Storage: 6 GB available space', 'Additional Notes: The game can be played at 720p / 60fps']"
Aperture Desk Job,"Mar 1, 2022",0,https://store.steampowered.com/app/1902490/Aperture_Desk_Job/?snr=1_7_7_230_150_2,Very Positive,93,,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Core i5-7500 / Ryzen 5 1600', 'Memory: 12 GB RAM', 'Graphics: GTX 1060 / RX 580 - 6GB VRAM', 'Storage: 4 GB available space']"
The Lab,"Apr 5, 2016",0,https://store.steampowered.com/app/450390/The_Lab/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'SteamVR Collectibles', 'Steam Leaderboards']",[],[]
What Never Was,"Jan 11, 2019",0,https://store.steampowered.com/app/866440/What_Never_Was/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
BirdGut,"May 9, 2019",0,https://store.steampowered.com/app/1072390/BirdGut/?snr=1_7_7_230_150_2,Very Positive,90,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']",[]
Google Earth VR,"Nov 16, 2016",0,https://store.steampowered.com/app/348250/Google_Earth_VR/?snr=1_7_7_230_150_2,Very Positive,93,,"['Single-player', 'SteamVR Collectibles']","['Adventure', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1, Windows 8.1 or later, Windows 10', 'Processor: Intel i5-6400 equivalent or better', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 Fury equivalent or better', 'Network: Broadband Internet connection', 'Storage: 4 GB available space']"
FrostRunner,"Jan 1, 2019",0,https://store.steampowered.com/app/934840/FrostRunner/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Action'],"['Requires a 64-bit processor and operating system', 'OS: Windows 10 Home', 'Processor: Intel Core i5-8350U CPU @ 1.70GHz 4 core', 'Memory: 8 GB RAM', 'Graphics: Intel UHD Graphics 620', 'DirectX: Version 12', 'Storage: 2 GB available space', 'Sound Card: Realtek Audio']"
I Wanna Maker,"Feb 13, 2020",0,https://store.steampowered.com/app/1114940/I_Wanna_Maker/?snr=1_7_7_230_150_2,Very Positive,96,,"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie']",[]
Bitburner,"Dec 10, 2021",0,https://store.steampowered.com/app/1812820/Bitburner/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],[]
Half-Life 2: DownFall,"Apr 17, 2017",0,https://store.steampowered.com/app/587650/HalfLife_2_DownFall/?snr=1_7_7_230_150_2,Very Positive,100,,['Single-player'],['Action'],"['OS: Windows 10 (32/64-bit)/Windows 7 (32/64-bit)/Vista/XP', 'Processor: 1.7 GHz Processor', 'Memory: 512 MB RAM', 'Graphics: DirectX® 8.1 level Graphics Card (Requires support for SSE)', 'Additional Notes: Mouse, Keyboard, Internet Connection']"
Frog Fractions: Game of the Decade Edition,"Aug 2, 2020",0,https://store.steampowered.com/app/1194840/Frog_Fractions_Game_of_the_Decade_Edition/?snr=1_7_7_230_150_2,Very Positive,89,,"['Single-player', 'Remote Play Together']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Cave Crawler,"Jan 23, 2022",0,https://store.steampowered.com/app/1865440/Cave_Crawler/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play']",[]
The Good Time Garden,"Dec 19, 2019",0,https://store.steampowered.com/app/1200860/The_Good_Time_Garden/?snr=1_7_7_230_150_2,Very Positive,93,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],"['Requires a 64-bit processor and operating system', 'OS: 7', 'Memory: 4 GB RAM', 'Storage: 5 GB available space']"
Ann,"Aug 26, 2021",0,https://store.steampowered.com/app/1511270/Ann/?snr=1_7_7_230_150_2,Very Positive,85,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],[]
Soldat,"Apr 15, 2020",0,https://store.steampowered.com/app/638490/Soldat/?snr=1_7_7_230_150_2,Mostly Positive,72,,"['Single-player', 'Online PvP', 'LAN PvP', 'Steam Cloud']","['Action', 'Free to Play', 'Indie', 'Transhuman Design']",[]
Half-Life 2: Year Long Alarm,"Nov 16, 2018",0,https://store.steampowered.com/app/747250/HalfLife_2_Year_Long_Alarm/?snr=1_7_7_230_150_2,Very Positive,96,,['Single-player'],"['Action', 'Adventure']","['OS: Windows® 7 (32/64-bit)/Vista/XP', 'Processor: 1.7 GHz Processor', 'Memory: 512 MB RAM', 'Graphics: DirectX® 8.1 level Graphics Card (Requires support for SSE)', 'DirectX: Version 8.1', 'Storage: 7 GB available space']"
Sprout,"Jan 5, 2018",0,https://store.steampowered.com/app/758530/Sprout/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Strategy']",[]
Khimera: Destroy All Monster Girls,"May 8, 2016",0,https://store.steampowered.com/app/467380/Khimera_Destroy_All_Monster_Girls/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Leaderboards']","['Action', 'Adventure', 'Free to Play', 'Indie']",[]
NERTS! Online,"Jan 5, 2021",0,https://store.steampowered.com/app/1131190/NERTS_Online/?snr=1_7_7_230_150_2,Very Positive,85,,['Online PvP'],"['Action', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows Vista / 7 / 8 / 10', 'Processor: 2.0 GHz', 'Memory: 4 GB RAM', 'Graphics: 1366 x 768', 'DirectX: Version 11', 'Storage: 250 MB available space']"
The Lar,"Jun 10, 2019",0,https://store.steampowered.com/app/1084570/The_Lar/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']",[]
High Entropy: Challenges,"Sep 1, 2020",0,https://store.steampowered.com/app/1389630/High_Entropy_Challenges/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Ryzen 5 3500U', 'Memory: 8 GB RAM', 'Graphics: Radeon Vega 8', 'Storage: 4 GB available space', ""Additional Notes: Previous versions of Windows and less powerful hardware may work but haven't been tested.""]"
Shepherd of Light,"Sep 4, 2019",0,https://store.steampowered.com/app/1106770/Shepherd_of_Light/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",[],"['Requires a 64-bit processor and operating system', 'OS: Windows 8/10 (64-bit OS required)', 'Processor: Intel Core i5-750 2.68Ghz / AMD II x4 945 3.0Ghz or equivalent', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GTX 560 2GB/AMD Radeon 6870 HD 2GB or equivalent', 'DirectX: Version 11', 'Storage: 4 GB available space']"
VR Flush,"Jun 20, 2018",0,https://store.steampowered.com/app/866540/VR_Flush/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows  8.1 or higher', 'Processor: Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or  higher', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 970  or AMD Radeon R9 290', 'Storage: 800 MB available space', 'Additional Notes: Oculus Rift or HTC Vive VR Headset, but the game can be played on your screen as well.']"
Frame of Mind,"Jan 18, 2021",0,https://store.steampowered.com/app/1485250/Frame_of_Mind/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],"['OS: Windows 7, 8, 10', 'Processor: Intel Core i7-7500U, 3.50 GHz', 'Memory: 1 GB RAM', 'Graphics: Geforce 920MX', 'DirectX: Version 11', 'Storage: 500 MB available space']"
Your Dry Delight,"Aug 17, 2018",0,https://store.steampowered.com/app/913010/Your_Dry_Delight/?snr=1_7_7_230_150_2,Overwhelmingly Positive,95,,"['Single-player', 'Steam Achievements', 'Captions available', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play']",[]
所向之未来 - Towards Future,"Feb 18, 2022",0,https://store.steampowered.com/app/1888010/__Towards_Future/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie']","['OS: 任意版本Windows', 'Processor: 电脑能开机就好', 'Memory: 2 GB RAM', 'Graphics: 屏幕能显示就行', 'Storage: 500 MB available space', 'Sound Card: 可以发出声都成']"
CatNab,"Mar 14, 2022",0,https://store.steampowered.com/app/1881800/CatNab/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play']",[]
NOeSIS02_羽化,Nov 2021,0,https://store.steampowered.com/app/1423370/NOeSIS02/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Classic Chocolat']","['OS: Windows 95', ""Processor: it's up to you"", 'Memory: 100以上 MB RAM', ""Graphics: it's up to you"", 'Storage: 500以上 MB available space', ""Sound Card: it's up to you"", ""Additional Notes: it's up to you""]"
daydream 白日夢,"Mar 1, 2022",0,https://store.steampowered.com/app/1903370/daydream/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows7', 'Processor: 1.6 Ghz', 'Memory: 512 MB RAM', 'Graphics: 128 MB', 'DirectX: Version 9.0', 'Storage: 2 GB available space', 'Sound Card: any']"
A Shopping Trip to Eklan Tor,"Sep 18, 2020",0,https://store.steampowered.com/app/1404360/A_Shopping_Trip_to_Eklan_Tor/?snr=1_7_7_230_150_3,Very Positive,99,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']",[]
Google Spotlight Stories: Age of Sail,"Nov 13, 2018",0,https://store.steampowered.com/app/882110/Google_Spotlight_Stories_Age_of_Sail/?snr=1_7_7_230_150_3,Very Positive,98,,['Single-player'],['Adventure'],"['OS: Windows 7 SP1, Windows 8.1 or later, Windows 10', 'Processor: Intel i5-4590, AMD FX 8350 equivalent or better', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better', 'Storage: 3 GB available space', 'Sound Card: Any', 'Additional Notes: Make sure internal GPU is not used on laptops. Some drivers automatically use internal GPU for OpenGL applications.']"
Shadow Burglar,"Mar 1, 2022",0,https://store.steampowered.com/app/1881340/Shadow_Burglar/?snr=1_7_7_230_150_3,Very Positive,97,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Action'],[]
Loop-Loop DX,"Apr 20, 2020",0,https://store.steampowered.com/app/875610/LoopLoop_DX/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['OS: Windows XP', 'Processor: Intel Dual Core or Equivalent', 'Memory: 4 GB RAM', 'Graphics: DirectX 9 compatible video card', 'DirectX: Version 9.0', 'Storage: 250 MB available space', 'Sound Card: On-board sound']"
Perspective,"Oct 9, 2019",0,https://store.steampowered.com/app/1109410/Perspective/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",[],"['OS: Windows 7/10', 'Processor: Intel Core i5-8400', 'Memory: 4 GB RAM', 'Graphics: Nvidia GTX 860', 'Storage: 132 MB available space']"
Space Bear,"Mar 5, 2020",0,https://store.steampowered.com/app/1169200/Space_Bear/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']",[]
Slender Threads: Prologue,"Sep 15, 2021",0,https://store.steampowered.com/app/1682490/Slender_Threads_Prologue/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play']","['OS: Windows 7/8/8.1/10', 'Processor: Intel Core i3 or equivalent', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 460 or equivalent', 'DirectX: Version 9.0', 'Storage: 3 GB available space']"
ChronoBreach,"Apr 29, 2019",0,https://store.steampowered.com/app/971210/ChronoBreach/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie']",[]
Escape Lala - Retro Point and Click Adventure,"Feb 14, 2019",0,https://store.steampowered.com/app/909190/Escape_Lala__Retro_Point_and_Click_Adventure/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']",[]
鶴鄉戀旅,"Feb 27, 2020",0,https://store.steampowered.com/app/1189850/_/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Fluid Lander - フリュードランダー,"May 10, 2019",0,https://store.steampowered.com/app/1064950/Fluid_Lander/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Action'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7(64bit)', 'Processor: core i Series(Nehalem)', 'Memory: 1024 MB RAM', 'Graphics: GeForce 400 Series,HD 6xxx Series,HD Graphics 2500/4000', 'DirectX: Version 11', 'Storage: 200 MB available space', 'Additional Notes: VRAM 1GB']"
The Book of Distance,"Oct 8, 2020",0,https://store.steampowered.com/app/1245640/The_Book_of_Distance/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: · Intel Core i5-4590', 'Memory: 16 GB RAM', 'Graphics: Nvidia GeForce GTX 1070', 'Storage: 6 GB available space']"
The Pilgrim,"Aug 16, 2019",0,https://store.steampowered.com/app/1132880/The_Pilgrim/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",[],"['OS: Windows 10', 'Processor: Intel Core i5-8400', 'Memory: 2 GB RAM', 'Graphics: Nvidia GTX 860', 'Storage: 592 MB available space']"
Creatures Docking Station,"Dec 7, 2021",0,https://store.steampowered.com/app/1659050/Creatures_Docking_Station/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Simulation', 'Creature Labs']",[]
Karisvale,"Apr 1, 2022",0,https://store.steampowered.com/app/1762480/Karisvale/?snr=1_7_7_230_150_3,Very Positive,98,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
幻想枝魂 Soul Fantasy,"Dec 31, 2021",0,https://store.steampowered.com/app/1828630/_Soul_Fantasy/?snr=1_7_7_230_150_3,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']","['OS: Windows 7', 'Processor: all', 'Graphics: all', 'Storage: 2 GB available space', 'Sound Card: ']"
Nocturne: Prelude,"Mar 3, 2020",0,https://store.steampowered.com/app/883590/Nocturne_Prelude/?snr=1_7_7_230_150_3,Very Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']","['OS: Windows 7, 8, 10', 'Processor: 2.0 Ghz', 'Memory: 2 GB RAM', 'Graphics: GTX 700 Series', 'Storage: 1 GB available space']"
Clam Man 2: Open Mic,"Jun 19, 2020",0,https://store.steampowered.com/app/1278360/Clam_Man_2_Open_Mic/?snr=1_7_7_230_150_3,Very Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']","['OS: Windows 7, 10 (64 bit)', 'Processor: 2 ghz', 'Memory: 2 GB RAM', 'DirectX: Version 10', 'Storage: 1 GB available space']"
